track_id,audio_path,status
621,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000621.mp3,fail:TypeError
625,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000625.mp3,fail:TypeError
666,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000666.mp3,fail:TypeError
667,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000667.mp3,fail:TypeError
676,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000676.mp3,fail:TypeError
690,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000690.mp3,fail:TypeError
694,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000694.mp3,fail:TypeError
695,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000695.mp3,fail:TypeError
704,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000704.mp3,fail:TypeError
705,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000705.mp3,fail:TypeError
706,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000706.mp3,fail:TypeError
707,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000707.mp3,fail:TypeError
708,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000708.mp3,fail:TypeError
709,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000709.mp3,fail:TypeError
714,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000714.mp3,fail:TypeError
715,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000715.mp3,fail:TypeError
716,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000716.mp3,fail:TypeError
718,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000718.mp3,fail:TypeError
777,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000777.mp3,fail:TypeError
814,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000814.mp3,fail:TypeError
821,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000821.mp3,fail:TypeError
822,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000822.mp3,fail:TypeError
825,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000825.mp3,fail:TypeError
853,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000853.mp3,fail:TypeError
890,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000890.mp3,fail:TypeError
892,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000892.mp3,fail:TypeError
897,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000897.mp3,fail:TypeError
993,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000993.mp3,fail:TypeError
995,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000995.mp3,fail:TypeError
997,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000997.mp3,fail:TypeError
998,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\000\000998.mp3,fail:TypeError
1039,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001039.mp3,fail:TypeError
1040,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001040.mp3,fail:TypeError
1066,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001066.mp3,fail:TypeError
1069,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001069.mp3,fail:TypeError
1073,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001073.mp3,fail:TypeError
1075,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001075.mp3,fail:TypeError
1082,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001082.mp3,fail:TypeError
1083,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001083.mp3,fail:TypeError
1087,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001087.mp3,fail:TypeError
1102,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001102.mp3,fail:TypeError
1193,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001193.mp3,fail:TypeError
1195,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001195.mp3,fail:TypeError
1196,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001196.mp3,fail:TypeError
1197,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001197.mp3,fail:TypeError
1249,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001249.mp3,fail:TypeError
1259,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001259.mp3,fail:TypeError
1270,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001270.mp3,fail:TypeError
1276,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001276.mp3,fail:TypeError
1277,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001277.mp3,fail:TypeError
1278,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001278.mp3,fail:TypeError
1417,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001417.mp3,fail:TypeError
1427,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001427.mp3,fail:TypeError
1443,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001443.mp3,fail:TypeError
1482,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001482.mp3,fail:TypeError
1510,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001510.mp3,fail:TypeError
1544,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001544.mp3,fail:TypeError
1642,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001642.mp3,fail:TypeError
1644,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001644.mp3,fail:TypeError
1649,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001649.mp3,fail:TypeError
1661,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001661.mp3,fail:TypeError
1663,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001663.mp3,fail:TypeError
1666,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001666.mp3,fail:TypeError
1673,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001673.mp3,fail:TypeError
1680,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001680.mp3,fail:TypeError
1681,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001681.mp3,fail:TypeError
1682,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001682.mp3,fail:TypeError
1683,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001683.mp3,fail:TypeError
1684,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001684.mp3,fail:TypeError
1685,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001685.mp3,fail:TypeError
1686,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001686.mp3,fail:TypeError
1687,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001687.mp3,fail:TypeError
1688,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001688.mp3,fail:TypeError
1689,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001689.mp3,fail:TypeError
1701,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001701.mp3,fail:TypeError
1702,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001702.mp3,fail:TypeError
1703,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001703.mp3,fail:TypeError
1704,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001704.mp3,fail:TypeError
1706,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001706.mp3,fail:TypeError
1720,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001720.mp3,fail:TypeError
1732,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001732.mp3,fail:TypeError
1733,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001733.mp3,fail:TypeError
1735,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001735.mp3,fail:TypeError
1736,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001736.mp3,fail:TypeError
1883,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001883.mp3,fail:TypeError
1891,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001891.mp3,fail:TypeError
1893,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001893.mp3,fail:TypeError
1924,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001924.mp3,fail:TypeError
1925,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001925.mp3,fail:TypeError
1929,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001929.mp3,fail:TypeError
1930,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\001\001930.mp3,fail:TypeError
2012,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\002\002012.mp3,fail:TypeError
2096,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\002\002096.mp3,fail:TypeError
2097,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\002\002097.mp3,fail:TypeError
2099,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\002\002099.mp3,fail:TypeError
3263,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003263.mp3,fail:TypeError
3264,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003264.mp3,fail:TypeError
3265,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003265.mp3,fail:TypeError
3266,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003266.mp3,fail:TypeError
3270,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003270.mp3,fail:TypeError
3271,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003271.mp3,fail:TypeError
3272,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003272.mp3,fail:TypeError
3273,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003273.mp3,fail:TypeError
3274,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003274.mp3,fail:TypeError
3492,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003492.mp3,fail:TypeError
3532,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003532.mp3,fail:TypeError
3533,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003533.mp3,fail:TypeError
3534,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003534.mp3,fail:TypeError
3535,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003535.mp3,fail:TypeError
3537,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003537.mp3,fail:TypeError
3538,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003538.mp3,fail:TypeError
3573,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003573.mp3,fail:TypeError
3598,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003598.mp3,fail:TypeError
3624,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003624.mp3,fail:TypeError
3707,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003707.mp3,fail:TypeError
3708,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003708.mp3,fail:TypeError
3720,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003720.mp3,fail:TypeError
3721,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003721.mp3,fail:TypeError
3722,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003722.mp3,fail:TypeError
3724,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003724.mp3,fail:TypeError
3725,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003725.mp3,fail:TypeError
3761,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003761.mp3,fail:TypeError
3762,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003762.mp3,fail:TypeError
3763,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003763.mp3,fail:TypeError
3765,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003765.mp3,fail:TypeError
3766,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003766.mp3,fail:TypeError
3775,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003775.mp3,fail:TypeError
3776,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003776.mp3,fail:TypeError
3777,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003777.mp3,fail:TypeError
3778,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003778.mp3,fail:TypeError
3779,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003779.mp3,fail:TypeError
3832,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003832.mp3,fail:TypeError
3833,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003833.mp3,fail:TypeError
3840,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003840.mp3,fail:TypeError
3880,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003880.mp3,fail:TypeError
3895,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003895.mp3,fail:TypeError
3896,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003896.mp3,fail:TypeError
3904,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003904.mp3,fail:TypeError
3905,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003905.mp3,fail:TypeError
3906,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003906.mp3,fail:TypeError
3908,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003908.mp3,fail:TypeError
3909,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003909.mp3,fail:TypeError
3910,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003910.mp3,fail:TypeError
3911,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003911.mp3,fail:TypeError
3912,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003912.mp3,fail:TypeError
3913,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003913.mp3,fail:TypeError
3920,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003920.mp3,fail:TypeError
3921,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003921.mp3,fail:TypeError
3950,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\003\003950.mp3,fail:TypeError
4013,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004013.mp3,fail:TypeError
4017,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004017.mp3,fail:TypeError
4022,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004022.mp3,fail:TypeError
4037,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004037.mp3,fail:TypeError
4066,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004066.mp3,fail:TypeError
4067,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004067.mp3,fail:TypeError
4068,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004068.mp3,fail:TypeError
4069,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004069.mp3,fail:TypeError
4070,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004070.mp3,fail:TypeError
4071,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004071.mp3,fail:TypeError
4072,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004072.mp3,fail:TypeError
4073,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004073.mp3,fail:TypeError
4074,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004074.mp3,fail:TypeError
4075,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004075.mp3,fail:TypeError
4076,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004076.mp3,fail:TypeError
4077,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004077.mp3,fail:TypeError
4078,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004078.mp3,fail:TypeError
4079,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004079.mp3,fail:TypeError
4080,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004080.mp3,fail:TypeError
4091,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004091.mp3,fail:TypeError
4092,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004092.mp3,fail:TypeError
4093,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004093.mp3,fail:TypeError
4094,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004094.mp3,fail:TypeError
4095,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004095.mp3,fail:TypeError
4096,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004096.mp3,fail:TypeError
4097,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004097.mp3,fail:TypeError
4098,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004098.mp3,fail:TypeError
4099,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004099.mp3,fail:TypeError
4100,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004100.mp3,fail:TypeError
4101,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004101.mp3,fail:TypeError
4102,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004102.mp3,fail:TypeError
4103,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004103.mp3,fail:TypeError
4108,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004108.mp3,fail:TypeError
4232,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004232.mp3,fail:TypeError
4233,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004233.mp3,fail:TypeError
4234,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004234.mp3,fail:TypeError
4235,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004235.mp3,fail:TypeError
4236,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004236.mp3,fail:TypeError
4239,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004239.mp3,fail:TypeError
4450,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004450.mp3,fail:TypeError
4507,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004507.mp3,fail:TypeError
4508,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004508.mp3,fail:TypeError
4509,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004509.mp3,fail:TypeError
4510,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004510.mp3,fail:TypeError
4511,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004511.mp3,fail:TypeError
4519,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004519.mp3,fail:TypeError
4520,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004520.mp3,fail:TypeError
4521,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004521.mp3,fail:TypeError
4522,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004522.mp3,fail:TypeError
4682,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004682.mp3,fail:TypeError
4684,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004684.mp3,fail:TypeError
4685,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004685.mp3,fail:TypeError
4688,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004688.mp3,fail:TypeError
4777,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004777.mp3,fail:TypeError
4778,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004778.mp3,fail:TypeError
4779,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004779.mp3,fail:TypeError
4780,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004780.mp3,fail:TypeError
4781,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004781.mp3,fail:TypeError
4782,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004782.mp3,fail:TypeError
4784,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004784.mp3,fail:TypeError
4785,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004785.mp3,fail:TypeError
4786,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004786.mp3,fail:TypeError
4787,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004787.mp3,fail:TypeError
4788,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004788.mp3,fail:TypeError
4799,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004799.mp3,fail:TypeError
4835,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004835.mp3,fail:TypeError
4836,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004836.mp3,fail:TypeError
4838,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004838.mp3,fail:TypeError
4846,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004846.mp3,fail:TypeError
4848,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004848.mp3,fail:TypeError
4849,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\004\004849.mp3,fail:TypeError
5006,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005006.mp3,fail:TypeError
5156,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005156.mp3,fail:TypeError
5157,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005157.mp3,fail:TypeError
5158,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005158.mp3,fail:TypeError
5159,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005159.mp3,fail:TypeError
5169,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005169.mp3,fail:TypeError
5170,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005170.mp3,fail:TypeError
5171,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005171.mp3,fail:TypeError
5191,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005191.mp3,fail:TypeError
5264,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005264.mp3,fail:TypeError
5268,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005268.mp3,fail:TypeError
5376,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005376.mp3,fail:TypeError
5381,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005381.mp3,fail:TypeError
5521,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005521.mp3,fail:TypeError
5879,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005879.mp3,fail:TypeError
5936,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005936.mp3,fail:TypeError
5940,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\005\005940.mp3,fail:TypeError
6329,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006329.mp3,fail:TypeError
6330,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006330.mp3,fail:TypeError
6331,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006331.mp3,fail:TypeError
6332,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006332.mp3,fail:TypeError
6333,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006333.mp3,fail:TypeError
6342,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006342.mp3,fail:TypeError
6354,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006354.mp3,fail:TypeError
6357,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006357.mp3,fail:TypeError
6358,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006358.mp3,fail:TypeError
6360,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006360.mp3,fail:TypeError
6363,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006363.mp3,fail:TypeError
6366,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006366.mp3,fail:TypeError
6367,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006367.mp3,fail:TypeError
6368,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006368.mp3,fail:TypeError
6370,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006370.mp3,fail:TypeError
6372,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006372.mp3,fail:TypeError
6373,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006373.mp3,fail:TypeError
6376,C:\Users\sharm\Downloads\425Project\data\audio\fma_small\006\006376.mp3,fail:TypeError
