track_id,audio_path,genre,split
3492,data/audio/fma_small\003\003492.mp3,Electronic,training
3532,data/audio/fma_small\003\003532.mp3,,training
3533,data/audio/fma_small\003\003533.mp3,,training
3534,data/audio/fma_small\003\003534.mp3,,training
3535,data/audio/fma_small\003\003535.mp3,Electronic,test
3537,data/audio/fma_small\003\003537.mp3,Rock,training
3538,data/audio/fma_small\003\003538.mp3,Electronic,training
3573,data/audio/fma_small\003\003573.mp3,Folk,validation
3598,data/audio/fma_small\003\003598.mp3,Rock,training
3624,data/audio/fma_small\003\003624.mp3,,training
3707,data/audio/fma_small\003\003707.mp3,,test
3708,data/audio/fma_small\003\003708.mp3,Rock,validation
3720,data/audio/fma_small\003\003720.mp3,Rock,test
3721,data/audio/fma_small\003\003721.mp3,Rock,test
3722,data/audio/fma_small\003\003722.mp3,Experimental,training
3724,data/audio/fma_small\003\003724.mp3,Rock,training
3725,data/audio/fma_small\003\003725.mp3,Rock,training
3761,data/audio/fma_small\003\003761.mp3,Experimental,test
3762,data/audio/fma_small\003\003762.mp3,Experimental,test
3763,data/audio/fma_small\003\003763.mp3,Experimental,test
3765,data/audio/fma_small\003\003765.mp3,Experimental,test
3766,data/audio/fma_small\003\003766.mp3,Experimental,test
3775,data/audio/fma_small\003\003775.mp3,Experimental,test
3776,data/audio/fma_small\003\003776.mp3,Experimental,test
3777,data/audio/fma_small\003\003777.mp3,Experimental,training
3778,data/audio/fma_small\003\003778.mp3,Experimental,training
3779,data/audio/fma_small\003\003779.mp3,Experimental,training
3832,data/audio/fma_small\003\003832.mp3,,test
3833,data/audio/fma_small\003\003833.mp3,Rock,training
3840,data/audio/fma_small\003\003840.mp3,Hip-Hop,training
3880,data/audio/fma_small\003\003880.mp3,Experimental,training
3895,data/audio/fma_small\003\003895.mp3,Experimental,training
3896,data/audio/fma_small\003\003896.mp3,Experimental,training
3904,data/audio/fma_small\003\003904.mp3,Experimental,training
3905,data/audio/fma_small\003\003905.mp3,Experimental,training
3906,data/audio/fma_small\003\003906.mp3,Experimental,training
3908,data/audio/fma_small\003\003908.mp3,Folk,training
3909,data/audio/fma_small\003\003909.mp3,Folk,training
3910,data/audio/fma_small\003\003910.mp3,Folk,training
3911,data/audio/fma_small\003\003911.mp3,Folk,training
3912,data/audio/fma_small\003\003912.mp3,Folk,training
3913,data/audio/fma_small\003\003913.mp3,Folk,training
3920,data/audio/fma_small\003\003920.mp3,Electronic,validation
3921,data/audio/fma_small\003\003921.mp3,Electronic,validation
3950,data/audio/fma_small\003\003950.mp3,,training
4013,data/audio/fma_small\004\004013.mp3,Electronic,training
4017,data/audio/fma_small\004\004017.mp3,Electronic,training
4022,data/audio/fma_small\004\004022.mp3,Electronic,training
4037,data/audio/fma_small\004\004037.mp3,Rock,training
4066,data/audio/fma_small\004\004066.mp3,,training
4067,data/audio/fma_small\004\004067.mp3,,training
4068,data/audio/fma_small\004\004068.mp3,,training
4069,data/audio/fma_small\004\004069.mp3,,training
4070,data/audio/fma_small\004\004070.mp3,,training
4071,data/audio/fma_small\004\004071.mp3,,training
4072,data/audio/fma_small\004\004072.mp3,,training
4073,data/audio/fma_small\004\004073.mp3,,training
4074,data/audio/fma_small\004\004074.mp3,,training
4075,data/audio/fma_small\004\004075.mp3,,training
4076,data/audio/fma_small\004\004076.mp3,,training
4077,data/audio/fma_small\004\004077.mp3,,training
4078,data/audio/fma_small\004\004078.mp3,,training
4079,data/audio/fma_small\004\004079.mp3,,training
4080,data/audio/fma_small\004\004080.mp3,,training
4091,data/audio/fma_small\004\004091.mp3,Rock,training
4092,data/audio/fma_small\004\004092.mp3,Rock,training
4093,data/audio/fma_small\004\004093.mp3,Rock,training
4094,data/audio/fma_small\004\004094.mp3,Rock,training
4095,data/audio/fma_small\004\004095.mp3,Rock,training
4096,data/audio/fma_small\004\004096.mp3,Rock,training
4097,data/audio/fma_small\004\004097.mp3,Rock,training
4098,data/audio/fma_small\004\004098.mp3,Rock,training
4099,data/audio/fma_small\004\004099.mp3,Rock,training
4100,data/audio/fma_small\004\004100.mp3,Rock,training
4101,data/audio/fma_small\004\004101.mp3,Rock,training
4102,data/audio/fma_small\004\004102.mp3,Rock,training
4103,data/audio/fma_small\004\004103.mp3,Rock,training
4108,data/audio/fma_small\004\004108.mp3,Rock,training
4232,data/audio/fma_small\004\004232.mp3,Experimental,training
4233,data/audio/fma_small\004\004233.mp3,Experimental,training
4234,data/audio/fma_small\004\004234.mp3,Experimental,training
4235,data/audio/fma_small\004\004235.mp3,Experimental,training
4236,data/audio/fma_small\004\004236.mp3,Experimental,training
4239,data/audio/fma_small\004\004239.mp3,Rock,training
4450,data/audio/fma_small\004\004450.mp3,,training
4507,data/audio/fma_small\004\004507.mp3,Electronic,training
4508,data/audio/fma_small\004\004508.mp3,Electronic,training
4509,data/audio/fma_small\004\004509.mp3,Electronic,training
4510,data/audio/fma_small\004\004510.mp3,Electronic,training
4511,data/audio/fma_small\004\004511.mp3,Electronic,training
4519,data/audio/fma_small\004\004519.mp3,Electronic,training
4520,data/audio/fma_small\004\004520.mp3,Electronic,training
4521,data/audio/fma_small\004\004521.mp3,Electronic,test
4522,data/audio/fma_small\004\004522.mp3,Electronic,training
4682,data/audio/fma_small\004\004682.mp3,Rock,training
4684,data/audio/fma_small\004\004684.mp3,Rock,training
4685,data/audio/fma_small\004\004685.mp3,Rock,training
4688,data/audio/fma_small\004\004688.mp3,Electronic,training
4777,data/audio/fma_small\004\004777.mp3,Experimental,training
4778,data/audio/fma_small\004\004778.mp3,Experimental,training
4779,data/audio/fma_small\004\004779.mp3,Experimental,training
4780,data/audio/fma_small\004\004780.mp3,Experimental,training
4781,data/audio/fma_small\004\004781.mp3,Experimental,training
4782,data/audio/fma_small\004\004782.mp3,Experimental,training
4784,data/audio/fma_small\004\004784.mp3,Experimental,training
4785,data/audio/fma_small\004\004785.mp3,Experimental,training
4786,data/audio/fma_small\004\004786.mp3,Experimental,training
4787,data/audio/fma_small\004\004787.mp3,,training
4788,data/audio/fma_small\004\004788.mp3,,training
4799,data/audio/fma_small\004\004799.mp3,,training
4835,data/audio/fma_small\004\004835.mp3,,validation
4836,data/audio/fma_small\004\004836.mp3,,validation
4838,data/audio/fma_small\004\004838.mp3,,validation
4846,data/audio/fma_small\004\004846.mp3,,training
4848,data/audio/fma_small\004\004848.mp3,,validation
4849,data/audio/fma_small\004\004849.mp3,,validation
5006,data/audio/fma_small\005\005006.mp3,,validation
5156,data/audio/fma_small\005\005156.mp3,Folk,training
5157,data/audio/fma_small\005\005157.mp3,,training
5158,data/audio/fma_small\005\005158.mp3,,training
5159,data/audio/fma_small\005\005159.mp3,,training
5169,data/audio/fma_small\005\005169.mp3,,test
5170,data/audio/fma_small\005\005170.mp3,,test
5171,data/audio/fma_small\005\005171.mp3,,test
5191,data/audio/fma_small\005\005191.mp3,,training
5264,data/audio/fma_small\005\005264.mp3,,test
5268,data/audio/fma_small\005\005268.mp3,,test
5376,data/audio/fma_small\005\005376.mp3,Rock,training
5381,data/audio/fma_small\005\005381.mp3,Rock,training
5521,data/audio/fma_small\005\005521.mp3,,training
5879,data/audio/fma_small\005\005879.mp3,Rock,training
5936,data/audio/fma_small\005\005936.mp3,,validation
5940,data/audio/fma_small\005\005940.mp3,Experimental,test
6329,data/audio/fma_small\006\006329.mp3,,training
6330,data/audio/fma_small\006\006330.mp3,,training
6331,data/audio/fma_small\006\006331.mp3,,training
6332,data/audio/fma_small\006\006332.mp3,,training
6333,data/audio/fma_small\006\006333.mp3,,training
6342,data/audio/fma_small\006\006342.mp3,,training
6354,data/audio/fma_small\006\006354.mp3,,training
6357,data/audio/fma_small\006\006357.mp3,Rock,training
6358,data/audio/fma_small\006\006358.mp3,Rock,training
6360,data/audio/fma_small\006\006360.mp3,Rock,training
6363,data/audio/fma_small\006\006363.mp3,Rock,test
6366,data/audio/fma_small\006\006366.mp3,Rock,test
6367,data/audio/fma_small\006\006367.mp3,Rock,test
6368,data/audio/fma_small\006\006368.mp3,,training
6370,data/audio/fma_small\006\006370.mp3,,training
6372,data/audio/fma_small\006\006372.mp3,,training
6373,data/audio/fma_small\006\006373.mp3,,test
6376,data/audio/fma_small\006\006376.mp3,Instrumental,training
6379,data/audio/fma_small\006\006379.mp3,Instrumental,training
6380,data/audio/fma_small\006\006380.mp3,Instrumental,training
6381,data/audio/fma_small\006\006381.mp3,Instrumental,validation
6382,data/audio/fma_small\006\006382.mp3,Instrumental,training
6383,data/audio/fma_small\006\006383.mp3,Instrumental,training
6385,data/audio/fma_small\006\006385.mp3,Instrumental,training
6387,data/audio/fma_small\006\006387.mp3,Instrumental,validation
6389,data/audio/fma_small\006\006389.mp3,Instrumental,training
6390,data/audio/fma_small\006\006390.mp3,Instrumental,training
6393,data/audio/fma_small\006\006393.mp3,Instrumental,training
6394,data/audio/fma_small\006\006394.mp3,Instrumental,training
6396,data/audio/fma_small\006\006396.mp3,Rock,training
6406,data/audio/fma_small\006\006406.mp3,,validation
6407,data/audio/fma_small\006\006407.mp3,Rock,training
6439,data/audio/fma_small\006\006439.mp3,Classical,training
6440,data/audio/fma_small\006\006440.mp3,,training
6442,data/audio/fma_small\006\006442.mp3,,training
6443,data/audio/fma_small\006\006443.mp3,,training
6448,data/audio/fma_small\006\006448.mp3,Rock,training
6459,data/audio/fma_small\006\006459.mp3,Rock,training
6461,data/audio/fma_small\006\006461.mp3,Rock,training
6463,data/audio/fma_small\006\006463.mp3,Rock,training
6467,data/audio/fma_small\006\006467.mp3,Classical,training
6469,data/audio/fma_small\006\006469.mp3,Classical,training
6517,data/audio/fma_small\006\006517.mp3,Hip-Hop,training
6519,data/audio/fma_small\006\006519.mp3,Hip-Hop,training
6603,data/audio/fma_small\006\006603.mp3,Hip-Hop,validation
6605,data/audio/fma_small\006\006605.mp3,Hip-Hop,validation
6606,data/audio/fma_small\006\006606.mp3,Hip-Hop,validation
6607,data/audio/fma_small\006\006607.mp3,Hip-Hop,validation
6608,data/audio/fma_small\006\006608.mp3,Hip-Hop,validation
6609,data/audio/fma_small\006\006609.mp3,Hip-Hop,validation
6610,data/audio/fma_small\006\006610.mp3,,training
6611,data/audio/fma_small\006\006611.mp3,,training
6674,data/audio/fma_small\006\006674.mp3,,training
6675,data/audio/fma_small\006\006675.mp3,,training
6677,data/audio/fma_small\006\006677.mp3,,training
6679,data/audio/fma_small\006\006679.mp3,,training
6680,data/audio/fma_small\006\006680.mp3,,training
6684,data/audio/fma_small\006\006684.mp3,,training
6762,data/audio/fma_small\006\006762.mp3,,training
6776,data/audio/fma_small\006\006776.mp3,Electronic,test
6778,data/audio/fma_small\006\006778.mp3,Electronic,test
6779,data/audio/fma_small\006\006779.mp3,Electronic,test
6782,data/audio/fma_small\006\006782.mp3,Rock,training
6783,data/audio/fma_small\006\006783.mp3,Experimental,training
6788,data/audio/fma_small\006\006788.mp3,,test
6802,data/audio/fma_small\006\006802.mp3,,training
6803,data/audio/fma_small\006\006803.mp3,,training
6854,data/audio/fma_small\006\006854.mp3,,training
6855,data/audio/fma_small\006\006855.mp3,,training
6856,data/audio/fma_small\006\006856.mp3,,training
6857,data/audio/fma_small\006\006857.mp3,,training
7011,data/audio/fma_small\007\007011.mp3,Rock,training
7373,data/audio/fma_small\007\007373.mp3,,test
7374,data/audio/fma_small\007\007374.mp3,,test
7375,data/audio/fma_small\007\007375.mp3,,test
7376,data/audio/fma_small\007\007376.mp3,,test
7377,data/audio/fma_small\007\007377.mp3,,test
7378,data/audio/fma_small\007\007378.mp3,,test
7379,data/audio/fma_small\007\007379.mp3,,test
7381,data/audio/fma_small\007\007381.mp3,,test
7383,data/audio/fma_small\007\007383.mp3,,test
7385,data/audio/fma_small\007\007385.mp3,,training
7386,data/audio/fma_small\007\007386.mp3,,training
7388,data/audio/fma_small\007\007388.mp3,,training
7391,data/audio/fma_small\007\007391.mp3,,training
7393,data/audio/fma_small\007\007393.mp3,,training
7481,data/audio/fma_small\007\007481.mp3,,training
7482,data/audio/fma_small\007\007482.mp3,,test
7483,data/audio/fma_small\007\007483.mp3,,training
7487,data/audio/fma_small\007\007487.mp3,,test
7488,data/audio/fma_small\007\007488.mp3,,training
7489,data/audio/fma_small\007\007489.mp3,,training
7490,data/audio/fma_small\007\007490.mp3,,training
7491,data/audio/fma_small\007\007491.mp3,,training
7492,data/audio/fma_small\007\007492.mp3,,validation
7495,data/audio/fma_small\007\007495.mp3,,training
7526,data/audio/fma_small\007\007526.mp3,Electronic,validation
7527,data/audio/fma_small\007\007527.mp3,Electronic,validation
7528,data/audio/fma_small\007\007528.mp3,Electronic,validation
7529,data/audio/fma_small\007\007529.mp3,Electronic,validation
7548,data/audio/fma_small\007\007548.mp3,Spoken,training
7554,data/audio/fma_small\007\007554.mp3,,test
7709,data/audio/fma_small\007\007709.mp3,,validation
7710,data/audio/fma_small\007\007710.mp3,,validation
7711,data/audio/fma_small\007\007711.mp3,,validation
7712,data/audio/fma_small\007\007712.mp3,,validation
7713,data/audio/fma_small\007\007713.mp3,,validation
7872,data/audio/fma_small\007\007872.mp3,Experimental,test
8056,data/audio/fma_small\008\008056.mp3,Electronic,training
8208,data/audio/fma_small\008\008208.mp3,,training
8256,data/audio/fma_small\008\008256.mp3,Electronic,training
8259,data/audio/fma_small\008\008259.mp3,Hip-Hop,training
8261,data/audio/fma_small\008\008261.mp3,Electronic,training
8345,data/audio/fma_small\008\008345.mp3,,validation
8357,data/audio/fma_small\008\008357.mp3,,validation
8363,data/audio/fma_small\008\008363.mp3,Rock,training
8372,data/audio/fma_small\008\008372.mp3,Electronic,training
8416,data/audio/fma_small\008\008416.mp3,Rock,training
9152,data/audio/fma_small\009\009152.mp3,Electronic,training
9155,data/audio/fma_small\009\009155.mp3,Electronic,training
9307,data/audio/fma_small\009\009307.mp3,,training
9476,data/audio/fma_small\009\009476.mp3,Hip-Hop,validation
9477,data/audio/fma_small\009\009477.mp3,Hip-Hop,validation
9491,data/audio/fma_small\009\009491.mp3,Experimental,training
9505,data/audio/fma_small\009\009505.mp3,,training
9511,data/audio/fma_small\009\009511.mp3,Electronic,training
9512,data/audio/fma_small\009\009512.mp3,,validation
9513,data/audio/fma_small\009\009513.mp3,,validation
9550,data/audio/fma_small\009\009550.mp3,,training
9553,data/audio/fma_small\009\009553.mp3,,training
9555,data/audio/fma_small\009\009555.mp3,,training
9557,data/audio/fma_small\009\009557.mp3,Electronic,training
9559,data/audio/fma_small\009\009559.mp3,,training
9560,data/audio/fma_small\009\009560.mp3,,training
9678,data/audio/fma_small\009\009678.mp3,,training
9721,data/audio/fma_small\009\009721.mp3,Electronic,training
9846,data/audio/fma_small\009\009846.mp3,Rock,training
9887,data/audio/fma_small\009\009887.mp3,Old-Time / Historic,training
9888,data/audio/fma_small\009\009888.mp3,Old-Time / Historic,training
9918,data/audio/fma_small\009\009918.mp3,Old-Time / Historic,training
9962,data/audio/fma_small\009\009962.mp3,,training
10186,data/audio/fma_small\010\010186.mp3,,training
10192,data/audio/fma_small\010\010192.mp3,,training
10250,data/audio/fma_small\010\010250.mp3,Spoken,training
10374,data/audio/fma_small\010\010374.mp3,,test
10375,data/audio/fma_small\010\010375.mp3,,test
10376,data/audio/fma_small\010\010376.mp3,,test
10377,data/audio/fma_small\010\010377.mp3,,test
10381,data/audio/fma_small\010\010381.mp3,,training
10382,data/audio/fma_small\010\010382.mp3,,test
10383,data/audio/fma_small\010\010383.mp3,,test
10384,data/audio/fma_small\010\010384.mp3,,test
10385,data/audio/fma_small\010\010385.mp3,,test
10386,data/audio/fma_small\010\010386.mp3,,test
10387,data/audio/fma_small\010\010387.mp3,Rock,validation
10388,data/audio/fma_small\010\010388.mp3,Rock,validation
10389,data/audio/fma_small\010\010389.mp3,Rock,validation
10435,data/audio/fma_small\010\010435.mp3,,training
10438,data/audio/fma_small\010\010438.mp3,,training
10439,data/audio/fma_small\010\010439.mp3,,training
10440,data/audio/fma_small\010\010440.mp3,,training
10441,data/audio/fma_small\010\010441.mp3,Rock,training
10442,data/audio/fma_small\010\010442.mp3,Rock,training
10443,data/audio/fma_small\010\010443.mp3,Folk,training
10444,data/audio/fma_small\010\010444.mp3,,training
10447,data/audio/fma_small\010\010447.mp3,Experimental,training
10458,data/audio/fma_small\010\010458.mp3,Experimental,training
10480,data/audio/fma_small\010\010480.mp3,Experimental,training
10481,data/audio/fma_small\010\010481.mp3,Experimental,training
10485,data/audio/fma_small\010\010485.mp3,Experimental,training
10521,data/audio/fma_small\010\010521.mp3,Rock,training
10527,data/audio/fma_small\010\010527.mp3,,training
10535,data/audio/fma_small\010\010535.mp3,Rock,training
10541,data/audio/fma_small\010\010541.mp3,Rock,training
10575,data/audio/fma_small\010\010575.mp3,Folk,training
10577,data/audio/fma_small\010\010577.mp3,Folk,training
10668,data/audio/fma_small\010\010668.mp3,Rock,training
10669,data/audio/fma_small\010\010669.mp3,Rock,training
10670,data/audio/fma_small\010\010670.mp3,Rock,training
10671,data/audio/fma_small\010\010671.mp3,Rock,training
10672,data/audio/fma_small\010\010672.mp3,Rock,training
10673,data/audio/fma_small\010\010673.mp3,,training
10674,data/audio/fma_small\010\010674.mp3,Classical,training
10675,data/audio/fma_small\010\010675.mp3,Classical,test
10676,data/audio/fma_small\010\010676.mp3,Electronic,training
10677,data/audio/fma_small\010\010677.mp3,Electronic,training
10678,data/audio/fma_small\010\010678.mp3,Electronic,training
10679,data/audio/fma_small\010\010679.mp3,Electronic,training
10682,data/audio/fma_small\010\010682.mp3,Rock,training
10684,data/audio/fma_small\010\010684.mp3,Rock,training
10693,data/audio/fma_small\010\010693.mp3,International,training
10694,data/audio/fma_small\010\010694.mp3,International,training
10695,data/audio/fma_small\010\010695.mp3,International,training
10696,data/audio/fma_small\010\010696.mp3,International,training
10697,data/audio/fma_small\010\010697.mp3,International,training
10698,data/audio/fma_small\010\010698.mp3,,training
10699,data/audio/fma_small\010\010699.mp3,,training
10805,data/audio/fma_small\010\010805.mp3,,training
10806,data/audio/fma_small\010\010806.mp3,Rock,training
10807,data/audio/fma_small\010\010807.mp3,,training
10808,data/audio/fma_small\010\010808.mp3,Rock,test
10809,data/audio/fma_small\010\010809.mp3,Rock,test
10810,data/audio/fma_small\010\010810.mp3,Rock,test
10983,data/audio/fma_small\010\010983.mp3,Old-Time / Historic,training
10992,data/audio/fma_small\010\010992.mp3,Old-Time / Historic,validation
10993,data/audio/fma_small\010\010993.mp3,International,training
11019,data/audio/fma_small\011\011019.mp3,Hip-Hop,training
11020,data/audio/fma_small\011\011020.mp3,Hip-Hop,training
11059,data/audio/fma_small\011\011059.mp3,Experimental,training
11198,data/audio/fma_small\011\011198.mp3,Electronic,training
11199,data/audio/fma_small\011\011199.mp3,Electronic,training
11200,data/audio/fma_small\011\011200.mp3,Electronic,training
11204,data/audio/fma_small\011\011204.mp3,Experimental,training
11206,data/audio/fma_small\011\011206.mp3,Experimental,training
11234,data/audio/fma_small\011\011234.mp3,Rock,training
11237,data/audio/fma_small\011\011237.mp3,Jazz,training
11239,data/audio/fma_small\011\011239.mp3,Spoken,training
11242,data/audio/fma_small\011\011242.mp3,Spoken,training
11261,data/audio/fma_small\011\011261.mp3,Rock,training
11262,data/audio/fma_small\011\011262.mp3,Rock,training
11264,data/audio/fma_small\011\011264.mp3,Rock,training
11268,data/audio/fma_small\011\011268.mp3,,validation
11298,data/audio/fma_small\011\011298.mp3,Experimental,training
11299,data/audio/fma_small\011\011299.mp3,Experimental,training
11306,data/audio/fma_small\011\011306.mp3,Experimental,training
11333,data/audio/fma_small\011\011333.mp3,,training
11334,data/audio/fma_small\011\011334.mp3,,training
11503,data/audio/fma_small\011\011503.mp3,,training
11504,data/audio/fma_small\011\011504.mp3,,training
11505,data/audio/fma_small\011\011505.mp3,,training
11508,data/audio/fma_small\011\011508.mp3,,training
11544,data/audio/fma_small\011\011544.mp3,Rock,training
11638,data/audio/fma_small\011\011638.mp3,Rock,training
11671,data/audio/fma_small\011\011671.mp3,Country,training
11672,data/audio/fma_small\011\011672.mp3,Country,training
11673,data/audio/fma_small\011\011673.mp3,Country,training
11674,data/audio/fma_small\011\011674.mp3,Electronic,training
11675,data/audio/fma_small\011\011675.mp3,Electronic,training
11677,data/audio/fma_small\011\011677.mp3,Electronic,training
